,I thought the pain would destroy me.,
,,
,But life holds onto you.,
,,
,"And sometimes, it finds a way",
,to push back into your heart.,
,,
,And if you're lucky...,
,it gives us another chance.,
,,
Riley,And what if you,
,don't want another chance?,
,,
Yrsa,"If you didn't,",
,you wouldn't have come looking for me.,
,,1
Jonas,I wasn't sure I'd be able to find you.,
,,
Will,Where are you?,
,,
Jonas,I don't know.,
,,
,Not the poshest place I've been...,
,,
,but not the worst either.,
,,
Will,What are they doing to you?,
Jonas,"Watching, measuring.",
,,
,"Those cameras are recording this,",
,,
,so if I want to say anything,
,I don't want them to hear...,
,,
,I have to come to you.,
,,
,"If you visit,",
,you speak as a voice in my head.,
,,
Will,"But if I speak without visiting,",
,it looks like I'm talking to myself.,
,,
,I figured that out the hard way.,
,,
,We have to get you outta there.,
,,
Jonas,"I've been unconscious for so long,",
,I could be anywhere.,
,,
,Don't worry about me.,
,,
,"Right now, I have value to them.",
,,
Will,I'm sorry.,
,,
,This is all my fault.,
,,
Jonas,Angelica didn't believe in fault.,
,,
,She said it was the present,
,understood by people looking backward.,
,,
,We have to look forward.,
,,
,"If we don't, we won't survive.",
,,1
Yrsa,And now that you know the truth...,
,it's time for me to go.,
,,
Riley,Why?,
Yrsa,Because you came back.,
,,
,"And if they find you,",
,you're going to lead them straight to me.,
,,
Riley,"No, I won't.",
,,
Yrsa,Accidents happen.,
,,
,You know that more than most.,
,,
Riley,But I'll be careful.,
,,
Yrsa,I've seen it happen so many times.,
,,
,"One simple slip, then a hospital,",
,,
,and before you even understand,
,"the consequences, you will be arrested.",
,,
Riley,I won't tell anyone about you.,
,,
Yrsa,You won't have a choice.,
,,
,They have ways...,
,techniques of tracing the psycellium.,
,,
Riley,Psycellium?,
,,
Yrsa,It's kind of a psychic nervous system.,
,,
,It connects us...,
,,
,allows you to be here with me...,
,or your cluster.,
,,
,"If you listen closely to it,",
,you can hear it vibrating.,
,,
,Here.,
,,
,"Listen with this, not with the mind.",
,,
,Follow where the feeling takes you.,
,,
Will,I know all about BPO.,
,,
,"I know how they're funded,",
,how they spend their money...,
,,
,This is just a start.,
Jonas,You work fast.,
,,
Will,I will find you.,
,,
Jonas,There are more important things than me.,
,,
Will,Riley.,
,,
Jonas,The girl from Iceland.,
,,
Riley,Who are you talking to?,
Will,Jonas.,
,,
Riley,You found him?,
Will,He found me.,
,,
Jonas,Is she with someone?,
,,
Will,Are you alone?,
,,
Riley,Her name is Yrsa.,
,,
,She's like us.,
,,
Jonas,"You like this girl, don't you?",
,,
Yrsa,You feel very connected to this boy.,
,,
Jonas,I remember,
,what it was like to first share,
,,
,someone's every thought and emotion.,
,,
Yrsa,This is very dangerous.,
,,
Jonas,I was in love with Angelica,
,from the moment our eyes touched.,
,,
Yrsa,Love inside a cluster is pathological.,
,,
Will,Are you all right?,
,,
Riley,Sometimes.,
,,
Jonas,Angelica believed a sensate,
,experiences love in its purest form.,
,,
Riley,Are you all right?,
,,
Will,Sometimes.,
,,
Yrsa,Ask when he was born.,
,,
Riley,What?,
,,
Yrsa,"His first birth, ask him.",
,,
Riley,She wants to know,
,when your birthday is.,
,,
Will,August 8th.,
,,
,What?,
,,
Riley,That's my birthday.,
,,
Will,A cluster is always born,
,on the same day?,
,,
Jonas,However far across the world,
,"a cluster is scattered,",
,,
,"the first breath they take,",
,they take as one.,
,,
Yrsa,Love inside a cluster,
,is the worst kind of narcissism.,
,,
Will,What?,
,,
Riley,I have to go.,
,,
,I hope you can help Jonas.,
Yrsa,Jonas?,
,,
,Is that Jonas Maliki?,
,,
Riley,What's Jonas' last name?,
Will,Maliki.,
,,
Yrsa,Get away from there!,
,,
Jonas,She's gone.,
,,
,Don't let her stay in Iceland.,
,,
,A lot of genetic research,
,funded by BPO is done there.,
,,
,They have a research facility.,
,,
,Many of us have gone there,
,and never come out.,
,,
Will,"You keep using ""us"" and ""them.""",
,Who are we?,
,,
Jonas,Who we are is less relevant,
,"than what we are,",
,,
,and what we are is different from them.,
,,
Yrsa,I know who birthed you.,
,,
,Angelica Turing.,
,,
,Don't you ever be in touch,
,with that bastard again.,
,,
Riley,Why?,
,,
Yrsa,He and that bitch were collaborators.,
,,
,They hunted our kind for BPO.,
,,
,They worked with Whispers.,
,,
,They would give birth to clusters,
,and use them to find others.,
,,
Riley,But he tried to help us.,
,,
Yrsa,And now you trust him.,
,,
,"If your boy is connected to Jonas,",
,,
,it won't be long,
,till Whispers will find you.,
,,
,You're on your own.,
,,1
Conan,My child.,
,,
,"Who now is your father,",
,if it is not me?,
,,
Wolfgang,What are you doing here?,
,,
Sergei,You and this dummkopf,
,are like my own boys.,
,,
,We are family.,
,,
,How is he?,
,,
Wolfgang,The doctor said he should be dead.,
,,
Sergei,Good man.,
,,
,Never listen to doctors.,
,All they know is death.,
,,
,Life is a mystery to them.,
,,
,"But we understand life, don't we?",
,,
,Life is simple.,
,,
,Life is just five things:,
,,
,"eating, drinking, shitting, fucking,",
,"and fighting for more, right?",
,,
,"When we were boys,",
,"your father would say that to me,",
,,
,and then he would punch me,
,as hard as he could.,
,,
,"After he was killed,",
,I realized this was bullshit.,
,,
,"At that moment,",
,all I wanted from life was one thing.,
,,
,"Not five, no, no, just one.",
,,
,Revenge.,
,,
,I wanted the man who killed him.,
,,
,And for that one thing...,
,I would have given all the rest.,
,,
,"My blood is in your veins, Wolfgang.",
,,
,I'm sympathetic.,
,,
,"But please, tell me you are smart enough",
,to know that this was a mistake.,
,,
,Tell me that you understand,
,this can go no further.,
,,
,"I love you, Wolfgang.",
,,
,But please... don't make me,
,choose between you and my son.,
,,1
Detective 1,So the assassins came out of nowhere?,
,,
Kala,Yes.,
,,
Detective 2,And you did not see any of their faces?,
,,
Rajan,She told you that.,
,,
Detective 1,We're just trying,
,"to get the facts straight, sir.",
,,
Rajan,"While you're harassing my fianc̩e,",
,those killers are still out there.,
,,
Detective 2,Miss Dandekar is our best witness.,
,,
Detective 1,So you said you and Mr. Rasal,
,were talking?,
,,
Detective 2,What did he want to talk about?,
,,
Kala,A personal matter.,
,,
Detective 1,Did you discuss religion?,
,,
Detective 2,Did you know,
,that Mr. Rasal had sponsored a bill,
,,
,that would make,
,certain religious practices illegal?,
,,
Rajan,Everyone knew how my father,
,felt about religion.,
,,
Detective 1,Several witnesses testified,
,that they've seen you,
,,
,pledging your weight in bananas?,
,Is that true?,
,,
Kala,"Yes. Yes, it is.",
,,
Detective 2,Did you know that act would be illegal,
,if Mr. Rasal's bill had passed?,
,,
Kala,No.,
,,
Detective 1,Do you know a man,
,who calls himself Guru Yash?,
,,
Rajan,"OK, that's enough.",
,,
,All these questions,
,are completely inappropriate.,
,,
Detective 2,"They are simple questions, sir.",
,,
Rajan,If you want to continue,
,"asking simple questions to my fianc̩e,",
,,
,you will do so,
,in the presence of my lawyer.,
,,
,"Goodbye, detectives.",
,,
Detective 1,Sir.,
,,
Rajan,Are you all right?,
,,
Kala,Do they think,
,I had something to do with this?,
,,
Rajan,"Kala, my father had many enemies.",
,,
,He frequently talked to the press,
,about corruption in the police force.,
,,
Kala,Do you think I had...,
Rajan,My father had no business being there.,
,,
,"He had so many death threats,",
,that going to the temple,
,,
,was just asking for trouble.,
,,
,"You did nothing wrong, Kala.",
,,1
Hernando,"There's a line in your film,",
,"The Passion of the Sinner,",
,,
,that always makes me think of this museum.,
,,
,"""My heart is not a clock.""",
,,
Lito,Yeah.,
,,
,My character was always late.,
,,
Hernando,Beautiful line...,
,made sublime by your performance.,
,,
,An apology... that is also an anthem.,
,,
,"Look... love is not something we wind up,",
,,
,something we set or control.,
,,
,Love... is just like art.,
,,
,Ah...,
,,
,A force that comes,
,into our lives without any...,
,,
,"rules, expectations or limitations, and...",
,,
,"and every time I hear that line,",
,"I am reminded that... love, like art...",
,,
,must always be free.,
,,1
Nomi,You're Lito.,
,,
Lito,You're Nomi.,
,,
,This really isn't a good time for me.,
,,
Nomi,It's not really a good time for me either.,
,,
Lito,Why are you here then?,
,,
Nomi,I don't know.,
,,
,I was almost killed.,
,,
,"I didn't know where to go,",
,so I went home.,
,,
,I was worried about Amanita...,
,,
,"and missing the life that we used to have,",
,,
,and I was wondering,
,if I was ever gonna get it back.,
,,
,"And the next thing I knew,",
,I was here.,
,,
,What is this place?,
,,
Lito,It's the Diego Rivera Museum.,
,,
Nomi,The painter?,
,,
Lito,Yeah.,
,,
Nomi,"He was married to Frida Kahlo, right?",
,,
Lito,Yes.,
,,
,"The day she died, he said,",
,was the worst day of his life...,
,,
,because he realized too late,
,that the best thing about his life...,
,,
,was his love for her.,
,,
Nomi,You have a boyfriend?,
,,
Lito,Not anymore.,
,,
Nomi,What happened?,
,,
Lito,I got scared.,
,,
,"I play heroes all the time,",
,"but in real life, I'm a coward.",
,,1
Prison Officer,Attention. 773?,
,,
,You have a visitor.,
,,1
Kang-Dae,Thank you.,
,,
,I have not slept...,
,since you came here.,
,,
Sun,I've never slept so well.,
,,
Kang-Dae,I am not a good person.,
Sun,"Father, you owe me nothing.",
,,
Kang-Dae,I am not a good person...,
,,
,but when your mother was alive...,
,I was a better person.,
,,
,She made me better.,
,,
,When she died...,
,I thought that part of me died with her.,
,,
,But it didn't.,
,,
,It is right here.,
,,
,"My company, my wealth,",
,,
,even my reputation...,
,,
,is meaningless without my daughter.,
,,
,I am going to tell the truth.,
,,1
Lito,Hernando brought me here,
,on our first date.,
,,
,He said this is the only place,
,in Mexico City,
,,
,where you can really experience...,
,Diego Rivera.,
,,
,These are studies done for a painting,
,,
,that was originally commissioned,
,by John D. Rockefeller,
,,
,for his new center in New York.,
,,
,Diego changed the original design,
,"and added Lenin, united with workers.",
,,
,Rockefeller told him to repaint it.,
,,
,Diego refused...,
,so Rockefeller had it destroyed.,
,,
,"Years later,",
,Diego repainted it here in Mexico...,
,,
,where he thought,
,the painting would live free.,
,,
,But...,
Hernando,"Sadly, the actual painting",
,,
,has been reduced to nothing,
,but a whore pimped out,
,,
,by the Bank of Mexico and the Palacio.,
,,
,It is... controlled by censors,
,,
,who treat it exactly,
,like Rockefeller treated it.,
,,
,Diego would be ashamed of it.,
,,
,Nothing about it is free.,
,,
Lito,"All afternoon, he was telling me stories",
,about the art in here.,
,,
,"Hernando can talk about football,",
,"about wrestling,",
,,
,"about paintings,",
,with such a passionate love.,
,,
Hernando,"""You fuck with art,"" he says,",
,"""you'll get fucked by art.""",
,,
,You see that sketch?,
,That one?,
,,
,That's Syphilis.,
,,
,Mm.,
,,
,He painted it over the head,
,of Rockefeller's father...,
,,
Lito,...drinking with a dance hall girl.,
,,
Hernando,That's why I love it here.,
,,
,Here...,
,,
,you can feel,
,the wild and reckless heart...,
,,
,...of a Mexican artist...,
,,
,still beating.,
,,
Lito,"I was here listening to him for hours,",
,and... and I couldn't take it anymore.,
,,
,Our first kiss was over there...,
,in the bathroom.,
,,
,It was for me a religious experience.,
,,
,I went to my knees.,
,,
,And took him into my mouth like...,
,,
,I was taking Holy Communion.,
,,
Nomi,That kind of kiss... changes you.,
,,
Lito,"I told Hernando from the beginning, I...",
,,
,I told him how it had to be.,
,,
Nomi,What went wrong?,
,,
Lito,I did.,
,,
,I'm afraid I will lose everything...,
,that I've worked for.,
,,
Nomi,I know how that feels.,
,,
,"But at a certain point, I realized",
,there's a huge difference between,
,,
,what we work for and what we live for.,
,,
Lito,"My whole life,",
,all I wanted to be was an actor.,
,,
,But you can't be an actor,
,and get the parts I want... and be gay.,
,,
Nomi,I love dolls.,
,,
,My father could never forgive me for that.,
,,
,"When I was eight years old,",
,my father made me join a swim club.,
,,
,He'd been on the same club and...,
,,
,he said that the things,
,that he learned in that locker room,
,,
,were the things that made him,
,the man that he is today.,
,,
,I hated that locker room.,
,,
,"At that age,",
,I was really uncomfortable with my body.,
,,
,"I didn't like to be naked,",
,especially in front of other boys.,
,,
,But you had to take a shower,
,"before you could go in the pool,",
,,
,"so I would do it,",
,but I would wear my suit and a tee shirt.,
,,
,"And the boys would tease me,",
,but I would try to hurry and...,
,,
,"ignore them, and it...",
,it worked for a while.,
,,
,And then one day it didn't.,
,,
,"I don't know how it started,",
,,
,but I remember having this feeling,
,that something bad was going to happen.,
,,
Punk 1,"Hey, faggot!",
,,
,Why do you shower with your clothes on?,
,,
Punk 2,Because he ain't got a dick.,
,,
Nomi,I made the mistake,
,of standing up for myself.,
,,
Punk 1,"You got wood, faggot?",
,,
,Let's strip him!,
,,
Nomi,"No, no, no, no!",
,,
,The hot water came from,
,the same boiler that heated the radiator.,
,,
,I still have scars on my stomach,
,from the second-degree burns.,
,,
Lito,Stop it!,
,,
,Fucking monsters.,
,,
,I'm sorry.,
,,
Nomi,That locker room might have,
,"made my father the man that he is,",
,,
,but it also made me the woman that I am.,
,,
,"After that, I quit the swim club.",
,,
,"I quit trying to fit in,",
,trying to be one of them.,
,,
,I knew I never would be.,
,,
,"But more importantly,",
,I didn't want to be.,
,,
,Their violence...,
,,
,"was petty and ignorant, but ultimately,",
,it was true to who they were.,
,,
,The real violence...,
,,
,the violence that,
,I realized was unforgivable...,
,,
,"is the violence that we do to ourselves,",
,,
,when we're too afraid,
,to be who we really are.,
,,1
Rajan,There you are.,
,,
Kala,I needed a chai.,
,,
,"I made one for you, too.",
,,
Rajan,Thank you.,
,,
Kala,What?,
,,
Rajan,"You've been through so much,",
,I almost hate to ask...,
,,
Kala,What?,
,,
Rajan,It's Mother.,
,She says she needs to see you.,
,,
Kala,Oh.,
,,
,OK. Of course.,
,,
Sahana,Come here.,
,,
,Rajan says you pray often.,
,,
Kala,I do.,
,,
,Sometimes.,
,,
Sahana,I was born in Bombay.,
,,
,"Every Tuesday, I used to go",
,to the Shree Siddhivinayak temple.,
,,
,But when I got married...,
,Manendra wouldn't have it.,
,,
,My husband is a good man.,
,,
,He helps many people.,
,,
,He cares about people.,
,,
,"Please, would you...",
,pray with me to Shri Ganesh?,
,,
,Tell Shri Ganesh he's a g... good man?,
,,
Kala,Of course.,
,,
Sahana,Thank you.,
,,1
Sven,Your father and I visit here sometimes.,
,,
,We sit with them.,
,,
,He plays music.,
,,
,How many times,
,have I heard that fucking song?,
,,
,"One time, it was too cold.",
,,
,I told him I didn't want to go.,
,,
,I said it was stupid,
,and a waste of time because...,
,,
,nothing mattered to them anymore.,
,,
,He told me he didn't do it for them.,
,,
,He said he did it,
,whenever he missed you.,
,,
Riley,I'm sorry I haven't come back.,
,,
,I wasn't strong enough.,
,,
,I thought I... I would stand here,
,and want to die again.,
,,
,"Or worse, that I would stand here",
,and not want to.,
,,
,Sometimes I look at myself in the mirror,
,and I don't know who I am.,
,,
,I still think of you...,
,coming to my school.,
,,
Magnus,Come with me.,
,,
Riley,It's like something,
,that happened to someone else.,
,,
,The me that loved you...,
,,
,that wanted to have,
,a huge family with you...,
,,
,that me's not this me.,
,,
,That me is here with you.,
,,
,And with you.,
,,1
Neets,"Oh, honey!",
,,
Nomi,Oh...,
,,
Neets,OK.,
,,
,Oh...,
,,
,I knew you'd be here.,
,,
Nomi,I knew you'd find me.,
,,
Neets,You all right?,
,,
Nomi,I am now.,
,,1
Capheus,Hello.,
,,
,How's Iceland?,
,,
,You'd rather be here?,
,,
,I know how that is.,
,,
,I spent all night,
,wishing this day would never come.,
,,
,Do you think other animals,
,waste as much time as us...,
,,
,wishing for things they know...,
,they'll never get?,
,,
,You don't have to talk,
,if you don't want to.,
,,
Riley,I've never told anyone.,
,,
,I couldn't go to the funeral.,
,,
,"He was my husband, I loved him,",
,but I... I couldn't say goodbye.,
,,
Capheus,But you have now.,
,,
Riley,I don't believe it's possible.,
,,
,Death doesn't let you say goodbye.,
,,
,It just...,
,,
,carves holes in your life...,
,,
,in your future...,
,,
,in your heart.,
,,
Capheus,My sister was born when I was eight.,
,,
,She was so small and delicate.,
,,
,I carried her around all the time.,
,,
,Her eyes were huge...,
,full of so much joy and mischief.,
,,
,I loved her.,
,,
,But we did not have any food.,
,,
,Our mother was unable to produce any milk.,
,,
,"If we did not give her to the nuns,",
,she would have died.,
,,
,Saying goodbye was the...,
,hardest thing I've ever done.,
,,
,I never saw her again.,
,,
,I cried as if she had died.,
,,
,"In a way, she did.",
,,
,But... in another way...,
,,
,she lived.,
,,
,"That day, I learned life and death",
,"are always so mixed up together,",
,,
,in the same way,
,some beginnings are endings...,
,,
,and some endings become beginnings.,
,,1
Neets,I know the smart characters always hide,
,"in plain sight, but in our own apartment?",
,,
Nomi,They won't look for me here for a while.,
,,
Neets,How can you be sure?,
,,
Nomi,I used Will's badge number to BOLO myself.,
,,
,"""Last seen getting",
,"on a plane to Australia.""",
,,
Neets,Australia?,
,,
,We do have friends we could stay with.,
,,
Nomi,No.,
,,
,Not after what happened to your mom.,
,,
,I don't want my trouble,
,hurting anybody else.,
,,
Neets,"You mean ""our"" trouble.",
,,1
Hernando,"Hello, this is Hernando.",
,Now you say something.,
,,
Lito,"Hernando, please pick up the phone,",
,OK? It's Lito again.,
,,
Hernando,"Hello, this is Hernando.",
,Now you say something.,
,,
Lito,"Hernando, it's me again.",
,,
,Call me back.,
,It's really important.,
,,
Hernando,"Hello, this is Hernando.",
,Now you say something.,
,,
Lito,Hernando!,
,,
Hernando,"Hello, this is Hernando.",
,Now you say something.,
,,
Lito,"Hernando, it's me.",
,,
,Please call me back. I lost a flip-flop.,
,,
,The bathtub doesn't work. Um...,
,,
,"I cannot get it to work, Hernando.",
,,
Hernando,"Hello, this is Hernando.",
,Now you say something.,
,,
Lito,Just call me back.,
,,
,It's very important.,
,,
Hernando,"Hello, this is Hernando.",
,Now you say something.,
,,
Lito,Hernando... it's me again.,
,,
,"Look, I...",
,I understand why you won't pick up.,
,,
,This is my fault.,
,,
,I've always tried,
,"to be worthy of your love, but now...",
,,
,Now I'm not...,
,,
,"I disappointed you, I...",
,I've let you down.,
,,
,I've let Daniela down.,
,,
,"Hernando, I...",
,,
,I miss you.,
,,
,I miss your voice.,
,,
,"I have all these voices in my head,",
,but yours...,
,,
,it's the only one I can't live without.,
,,
,I...,
Mailbox voice,Mailbox is full.,
,,
Lito,Hernando...,
,,
,I'm sorry.,
,,
,I'm sorry.,
,,
,I'm... I'm sorry.,
,,
,It's fake.,
,,
,It's fake...,
,,
,like everything in my life.,
,,
,I'm a fake.,
,,
,I'm a liar.,
,,
,All I know how to do is lie.,
