,consider yourselves... reloaded.,
,,
Nomi,Oh...,
,,1
Jela,"Hey, partner. What's up?",
,,
,I thought we agreed,
,we'd be starting tomorrow.,
,,
Capheus,"(sighs) We did, but, uh...",
,"there's something I have to do,",
,,
,and I need a favor.,
,,
Jela,Who's this?,
,,
,"Hey, beautiful girl. I'm Jela.",
,What's your name?,
,,
Amondi,I'm Amondi Kabaka.,
,"Nice to meet you, Mr. Jela.",
,,
Capheus,I was hoping she could stay here with you.,
,,
,I believe someone else,
,will come by later to collect her.,
,,
Jela,Where will you be?,
,,
Capheus,If it gets too late...,
,,
,here is the number of her French teacher.,
,,
,She will know what to do.,
,,
Jela,Capheus... where are you going?,
,,
,I have to settle a debt.,
,,
Amondi,"You're coming back, aren't you?",
,(Capheus chuckles),
,,
Capheus,Van Damme always comes back.,
,,
,"Take care of her, Jela.",
,,
Jela,I will.,
,,
,"(Jela) Hey, Van Damme.",
,,
,See you tomorrow.,
,,1
Rajan,(Rajan) The doctors are saying,
,it's a miracle he's still alive.,
,,
,I'm not sure which,
,would upset my father more:,
,,
,"the idea of fanatics trying to kill him,",
,,
,or a god getting credit for saving him.,
,,
Kala,How is your mother?,
,,
Rajan,"As he improves, she becomes convinced...",
,that it's because she's praying again.,
,,
,She wants to go to the temple with you.,
,,
Kala,Rajan? I know you,
,want to get back to the hospital...,
,,
Rajan,"It's actually nice to get outside,",
,,
,so thank you.,
,,
,Though I am a little nervous about,
,,
,what you've been wanting to talk about.,
,,
Kala,It's about... something I didn't,
,tell the police when they questioned me,
,,
,about the attack on your father.,
,,
,It had no bearing on what happened.,
,It was... a private matter.,
,,
,"As such,",
,I felt that I should tell only you.,
,,
,Your father did not want us,
,to get married.,
,,
,He told me that he had reconsidered,
,"and asked me to say no to you,",
,,
,for your own good.,
,,
,He thought that we were not well matched.,
,,
Rajan,What did you say?,
,,
Kala,There was no time,
,to say very much of anything.,
,,
Rajan,How difficult it must have been,
,for you to hold all this inside.,
,,
Kala,I thought it was important,
,for you to know.,
,,
Rajan,A lesser woman would have said,
,"he wished us well,",
,,
,that he wanted us,
,to be married no matter what...,
,,
,and he gave us his blessings.,
,,
,And I would have known that she was lying.,
,,
Kala,You knew he was against our marriage?,
,,
Rajan,Of course.,
,,
Kala,So is that what I was to you?,
,,
,An act of rebellion against your father?,
Rajan,Never.,
,,
Kala,I told you the truth.,
,,
Rajan,Maybe it added a bit of spice,
,"to my attraction to you,",
,,
,but it has nothing to do,
,with why I asked you to marry me.,
,,
,"I want you to marry me,",
,"not to be for or against anyone else,",
,,
,"because I love you,",
,I trust you...,
,,
,and I can imagine no better life,
,than growing old with you.,
,,
,All I need to know now is...,
,,
,"after everything that has happened,",
,do you still want to marry me?,
,,1
,(typing),
,,
Nomi,"(Nomi) OK, I fixed it so that",
,"any information, requisition or test",
,,
,that goes out with her name on it,
,will look like spam to other computers.,
,,
Neets,Great. So she's safe.,
,,
Nomi,I figure they would've moved her,
,"somewhere more secure if they knew,",
,,
,like they did to me.,
,,
Neets,(sighs) Her poor father.,
Nomi,Yeah.,
,,
,He's been there the whole time.,
,,
Gunnar,"(singing ""Baba O'Riley"")",
,,
Neets,How is she?,
,,
Nomi,She's still in the ICU...,
,but she's not alone.,
,,1
,(indistinct chatter),
,,
,(man whistles),
,,
,(men cheering),
,,
,(speaks Swahili),
,(excited chatter),
,,
,(shouts in Swahili),
,,
,(speaking Swahili),
,,
Githu,"You are a smart man, Van Damme!",
,,
Thug,(singsong) Come on out.,
,,
Thug 1,Eh?,
,,
,(chattering in Swahili),
,,
Thug 2,It's empty!,
,,
Githu,Where is she?,
,,
,Amondi. Where the fuck is the girl?!,
,,
Capheus,She has nothing to do with this.,
,,
Githu,(screams) Bullshit!,
,,
,She's Kabaka's daughter.,
,,
Capheus,(Capheus) She's just a child.,
,,
Githu,He killed my sister.,
,,
Capheus,I'm here because,
,"you have a quarrel with me,",
,,
,not my mother... and not a child.,
,,
,Let us settle our debt...,
,,
,like men.,
,,
,(metal scraping),
,,
Githu,Like men?,
,,
,Like men?!,
,,
,Like men?!,
,,
,(laughter),
,,
,Like men!,
,,
,You are hilarious.,
,,
,"I like you, Van Damme.",
,,
,Come!,
,,
,Walk!,
,(chatter in Swahili),
,,
,(men cheering),
,,1
Prison Officer,You have a visitor.,
,,
Joong-Ki,Sun...,
,,
Prison Officer,(guard) No touching!,
,,
Joong-Ki,Sister...,
,,
,it's good to see you.,
,,
Sun,"What are you doing here, Joong-Ki?",
,,
Joong-Ki,(sighs) There's no easy way to say this.,
,,
,"Last night, Father was very upset.",
,,
,He was drinking.,
,,
,You know how he can be.,
,,
,I told him to go home.,
,,
,He said he couldn't.,
,,
,"He said he was a failure, that he deserved",
,"no home, that he deserved to die.",
,,
,I couldn't listen to him anymore.,
,,
,I left.,
,,
,"I wish to God I hadn't, but I did.",
,,
,I have to live with that mistake.,
,,
,We had a meeting this morning.,
,,
,He never showed up.,
,,
,I had everyone looking for him.,
,,
,I had a lunch...,
,when the police showed up.,
,,
,They found him.,
,,
,He was in his car.,
,,
,A hose connected,
,the exhaust to the window.,
,,
,But the police are wrong.,
,,
,He didn't kill himself.,
,,
,It was shame.,
,,
,Like a kind of cancer.,
,,
,Shame killed our father.,
,,
,"Sun... we cannot blame ourselves, OK?",
,,
,What happened was beyond our control.,
,,
,But I didn't want you,
,to hear it from someone else.,
,,
,That's why I had to come myself.,
,,
,(breath quivering),
,,
,I'm so sorry.,
,,
,At least... we still have each other.,
,,
Sun,You killed him.,
,,
,You... killed him.,
,,
,(sniffles),
Joong-Ki,Sun... I know this is a terrible blow.,
,,
Sun,He was going,
,"to tell the truth to the court,",
,,
,"so you had to stop him,",
,because you're afraid of prison.,
,,
,(sniffs),
,,
Joong-Ki,Sun...,
,,
,do not say something,
,you're going to regret.,
,,
,The police said it was a suicide.,
,,
Sun,You murdered... our father.,
,,
Joong-Ki,(whispers) I was nowhere near him.,
,,
,(sniffs) OK...,
,,
,"obviously, you're upset.",
,,
Sun,(Sun screams),
,,
Joong-Ki,(Joong-Ki grunts),
,,
,(Joong-Ki) Help!,
,,
Prison Officer,(guard) Hey! Hey!,
Joong-Ki,(Joong-Ki) Help!,
,,
,(Joong-Ki screams),
,,
Sun,"(Sun shouts, grunts)",
,,
,Look at me.,
,,
,"Look at me, Joong-Ki!",
,,
,I know what you did.,
,,
,You will pay.,
,,
,I swear it!,
,,1
,(men cheering),
,(man shouts in Swahili),
,,
Thug,(in English) Superpower!,
,(cheering),
,,
,(men chatter in Swahili),
,,
,(cheering),
,,
Githu,Bring out the bitch!,
,,
,We've been trying,
,"to house-train her, but...",
,,
,"once a street bitch,",
,always a street bitch.,
,,
,(grunts),
,(coughing),
,,
,Keeps pissing herself.,
,,
,(whimpers softly),
,,
,See... I was going,
,to make this bitch watch me,
,,
,as I killed the only thing,
,in her life that mattered.,
,,
,But... I have a better idea.,
,,
,(snaps fingers),
,,
Silas,(Silas whimpering),
,,
Githu,I want you to do the honor,
,and put this bitch out of her misery.,
,,
,You do it.,
,,
,You cut her fucking head off...,
,and we'll call our debt even.,
,,
,It's a little dull.,
,,
,You might have to hack a few times...,
,but you can do it.,
,,
,You are Van-fucking-Damme.,
,(chuckles),
,,
Silas,(whispers) Do it quick!,
,,
Githu,"Come on, Van Damme.",
,"Like a man, huh?",
,,
,Like a man!,
,,
,(Silas sobbing),
,,
,What's the problem?,
,,
,I'll tell you the problem.,
,,
,The problem is... you aren't a man.,
,,
,You're just another bitch!,
,,
Silas,(Silas whimpering),
,,
Githu,"Bitch, come on!",
,,
,(grunting),
,,
Thug,"It's you or him, bitch!",
,,
Sun,(softly) Call me a bitch one more time...,
,,
Capheus,and I will kill you.,
,,
Thug,Say what?,
,,
,Bitch!,
,,
,(screams),
Sun,(Sun shouts),
,,
Thug 1,(man screams),
,,
Sun,(Sun) Aah!,
,(man shouts),
,,
Capheus,(grunting) Aah!,
,,
Githu,(chuckles),
,,
Sun,(Sun shouts),
,,
,(screams),
,,
,(screams),
,,
Thug Woman,Van Damme.,
,,
,Fucking Van Damme.,
,,
,(sighs),
,,1
,(engine revving),
,,
Henchman,What the fuck are you doing here?,
,,
,(groans),
,,1
Githu,(screams) Find them!,
,,1
Wolfgang,"(Wolfgang) ""What's best in life?",
,,
,"Crush your enemies,",
,,
,"see them driven before you,",
,,
,and hear the lamentations,
,"of their women.""",
,,1
Kala,Thank you.,
,,
,Thank you.,
Worshipper 1,No... it's we who should thank you.,
,,
Kala,This means so much.,
Worshipper 2,"Yes, so much.",
,,
Worshipper 1,Remover of obstacles.,
,,
,As the obstacle to our faith was removed.,
,,
Kala,What are you... talking--,
Guru Yash,She is our hero.,
,,
,She brought him here.,
,,
Kala,No.,
Guru Yash,Yes. God worked through you.,
,,
Kala,No!,
Worshipper 2,Yes. You brought the defiler to us.,
,,
,You brought him,
,where we could reach him at last.,
,,
Guru Yash,No one likes violence.,
,,
,God does not like violence.,
,,
Kala,This is obscene!,
,,
Guru Yash,But he knows...,
,sometimes it is necessary--,
,,
Kala,"No, don't touch me.",
,,
Guru Yash,You have nothing to be afraid of.,
,,
,You are one of us.,
Worshipper 1,(man) Yes.,
,,
Worshipper 2,(woman) Yes.,
Kala,No!,
,,
Worshipper 1,(man) You're one of us!,
,,
Will,Don't touch her!,
,,
,"If I see you... any of you, here again,",
,,
,I will show you what violence looks like.,
,,
Guru Yash,"Let's go, let's go, let's go.",
,"Come on, come on!",
,,
,Let's go.,
,,
Kala,Thank you.,
,,
Will,They'll be back.,
,,
Kala,So will I.,
Will,Well...,
,,
,so will I.,
,,
,This is India. Wow.,
,,
Kala,"Uh, where are you?",
,,
Will,Chicago... sort of.,
,,
Kala,Sort of?,
,,
Will,My thoughts aren't really there.,
,,
,They're with her.,
,,
Kala,(softly) I remember listening to music.,
,,
Will,"Yeah, her father",
,"was playing with the orchestra,",
,,
,and it triggered something in her.,
,,
Kala,What is wrong with her?,
Will,I'm not sure.,
,,
,I'm afraid that soon,
,they'll realize what she is.,
,,
Kala,And then?,
,,
Will,I don't know.,
,,1
Silas,Are we clear?,
Capheus,I don't know.,
,,
Silas,"Van Damme-- Capheus, thank you.",
,,
,Thank you for not giving them Amondi.,
,,
,I'm going to make you a rich man.,
,,
Capheus,"I don't want your money, sir.",
,You can keep it.,
,,
Silas,"Tell me then, why did you save me?",
,,
Capheus,"To be honest,",
,it wasn't exactly a part of my plan.,
,,
,"Oh, no!",
,,
Silas,"Any weapons in here? Knives, guns?",
,,
Capheus,"No, no, I don't have any weapons.",
,,
Kala,Capheus!,
Will,(Will) What is it? What's the matter?,
,,
Capheus,I think I'm about to die.,
,,
Will,Nobody's gonna die.,
,,
,(grunts),
,,
Capheus,Buckle up!,
,,
,(screams),
,(man shouting),
,,
,"Move, move, move, move. Move!",
,,
Githu,Fuck!,
,(man shouts in Swahili),
,,
,(horns honking),
,,
Capheus,"Move, move, move!",
,,
,Sorry!,
,,
,(engine revving),
,,
,(whispers) Shit!,
,,
,(tires squealing),
,,
,(motorcycle approaching),
,,
,"Oh, shit!",
,,
,(gun clicking),
,Shit!,
,,
,(engine revving),
,,
Silas,Is he gone?,
,,
Capheus,Let's settle this.,
,,
,(revving),
,,
,(screams),
,,
,(gunshot),
,,
,(screaming),
,,
Githu,Aah!,
,,1
Wolfgang,"You will take good care of him,",
,you understand?,
,,
,If anyone comes looking,
,"for a man matching his description,",
,,
,"you say nothing, you do nothing,",
,you call me.,
,,
Doctor,How long will it be?,
,,
Wolfgang,What I have to do now...,
,shouldn't take long.,
,,
Doctor,What name should I use?,
,,
Wolfgang,Conan.,
,,
Doctor,"Is that a first name, a last name?",
,,
Wolfgang,Yes.,
,,1
,(indistinct chatter),
,,
Jela,Try it.,
,,
,Nice.,
,,
,Capheus!,
,,
,Capheus...,
,,
,Ah! Capheus!,
,,
,"Oh, my God!",
,,
,I knew you'd come back.,
,,
,Van Damme always comes back.,
,,
Amondi,"Papa, are you all right?",
,,
Silas,I'm fine.,
,"No, I'm better than fine.",
,,
,I'm lucky.,
,,
,Who loves you?,
Amondi,You do.,
,,1
,(heart monitor beeps steadily),
,(exhales),
,,
,(wind howling),
,,
,(sharp inhale),
,,
Nurse,(woman) I've never seen anything like it.,
,,
Nurse 1,The growth of the substantia alba.,
,,
Riley,(exhales) I'm so cold.,
,,
Magnus,"(Magnus) Here, take my coat.",
,,
,No.,
,,
,No!,
,(monitor beeps rapidly),
,,
Nurse,I can't believe she can even move,
,with what we've given her.,
,,
Nurse 1,Kids today have,
,huge tolerance for drugs.,
,,
,(heart monitor stabilizes),
,,
,Did we hear back from the neurologist?,
Nurse,Not yet. Still waiting.,
,,
Will,Did you do that?,
,,
Nomi,It was easy.,
,Hacking's what I do.,
,,
Will,"Did you do this, too?",
,,
,How'd you get access,
,to the Australian fugitive alert?,
,,
Nomi,I'm an all-access kind of girl.,
,,
,"Looks totally real, doesn't it?",
,,
,I figured it would,
,buy us a little more time.,
,,
Will,That's the question.,
,,
,"How much time do we have,",
,how much time does she have?,
,,
Jonas,None. You're out of time.,
,,
Will,Jonas.,
,,
Jonas,I told you I made a mistake.,
,,
,"I wish there was some way to fix it,",
,but there's not.,
,,
,"I was just afraid if I didn't help you,",
,you wouldn't be alive right now.,
,,
Nomi,"That's not a mistake, that's true.",
,,
Will,"No, the mistake was mine.",
,I should've trusted you.,
,,
Jonas,"The real question we face is,",
,can you trust me now?,
,,
Nomi,Yes.,
,,
Jonas,Even when I tell you,
,that Whispers knows about Riley?,
,,
Nomi,How? I have all the information,
,locked down.,
,,
Jonas,You know about her,
,and Will knows about her...,
,,
,and I know you.,
,,
,And Whispers... knows me.,
,,
Whispers,Be careful what you tell them.,
,,
,"Not too much, or they won't believe you.",
,,
Jonas,He's here with me now.,
,,
,He wants me to tell you,
,"that he's going to Iceland,",
,,
,"that he's going to find Riley,",
,,
,"and once he does, it won't be long",
,until he finds the rest of you.,
,,
Will,And why would he tell us that?,
,Why not just go straight to Iceland,
,,
,or have Riley arrested?,
,,
Whispers,Tell Will I look forward to meeting him.,
,,
Jonas,"Don't underestimate him, Will.",
,,
,He's very good at manipulating people.,
,,
,Right now he's smiling because,
,he knows the only thought in your head,
,,
,is getting on the next plane to Iceland.,
,,1
Kala,This is a bad place.,
,,
,You should not be here.,
,,
,You don't have to do this.,
,,
,You could just... turn around.,
,,
,"It is so simple a thing, just...",
,,
,"just turn the wheel,",
,and the future changes.,
,,
Wolfgang,It is not that simple.,
Kala,It is.,
,,
Wolfgang,"You stopped your wedding,",
,but it's still going to happen.,
,,
Kala,You don't know that.,
,,
Wolfgang,Some things in our lives are inevitable.,
,,
Kala,Don't do this.,
,,
,They will kill you.,
,,
Wolfgang,There are worse things than dying.,
,,
Kala,"Wolfgang, please!",
,,
Wolfgang,There are things I will never be able,
,"to understand about your world,",
,,
,just as there are things,
,you will never understand about mine.,
,,
Kala,I understand how I feel about you.,
,,
,"And somehow, I know",
,that you feel the same way about me.,
,,
Wolfgang,This is why I'm here.,
,,
,After what I did...,
,,
,as long as that man is alive...,
,,
,no one I care about will ever be safe.,
,,
,(console beeps),
,,
,It's Wolfgang.,
,,1
Sun,(Sun) Crying won't help him.,
,,
,I can feel what you're feeling.,
,,
,This is what life is.,
,,
,"Fear, rage, desire... love.",
,,
,"To stop feeling emotions,",
,to stop wanting to feel them...,
,,
,is to feel... death.,
,,
Kala,What do you suggest I do?,
,,
Sun,I take everything I am feeling...,
,,
,everything that matters to me...,
,,
,I push all of it... into my fist...,
,,
,and I fight for it.,
